%time vcc icc nReset externalCircuitry.v_cap externalCircuitry.keepAlive externalCircuitry.i_supply
0.0004 3.82327829787 9.9e-05 0 3.82327829787 0 0
0.00041 3.82301446809 7.92e-05 0 3.82301446809 0 0
0.00042 3.8227506383 7.92e-05 0 3.8227506383 0 0
0.00043 3.82252893617 7.92e-05 0 3.82252893617 0 0
0.00044 3.82230723404 7.92e-05 0 3.82230723404 0 0
0.00045 3.82208553191 9.9e-05 0 3.82208553191 0 0
0.00046 3.82186382979 7.92e-05 0 3.82186382979 0 0
0.00047 3.8216 9.9e-05 0 3.8216 0 0
0.00048 3.82137829787 0.000238 0 3.82137829787 0 0
0.00049 3.82111446809 0.000574 0 3.82111446809 0 0
0.0005 3.82055489362 0.00111 0 3.82055489362 0 0
0.00051 3.81928042553 0.00194 0 3.81928042553 0 0
0.00052 3.81686553191 0.00289 0 3.81686553191 0 0
0.00053 3.81268468085 0.00307 0 3.81268468085 0 0
0.00054 3.80648255319 0.00309 0 3.80648255319 0 0
0.00055 3.79989744681 0.00313 0 3.79989744681 0 0
0.00056 3.79326978723 0.00315 0 3.79326978723 0 0
0.00057 3.78655702128 0.00317 0 3.78655702128 0 0
0.00058 3.77980170213 0.00137 0 3.77980170213 0 0
0.00059 3.77300382979 0.000693 0 3.77300382979 0 0
0.0006 3.77003574468 0.000416 0 3.77003574468 0 0
0.00061 3.76850808511 0.000376 0 3.76850808511 0 0
0.00062 3.76756978723 0.000554 0 3.76756978723 0 0
0.00063 3.76671659574 0.000871 0 3.76671659574 0 0
0.00064 3.76548468085 0.000416 0 3.76548468085 0 0
0.00065 3.76357829787 0.000515 0 3.76357829787 0 0
0.00066 3.76264 0.000574 0 3.76264 0 0
0.00067 3.76149106383 0.000515 0 3.76149106383 0 0
0.00068 3.76021659574 0.00168 0 3.76021659574 0 0
0.00069 3.75906765957 0.000554 0 3.75906765957 0 0
0.0007 3.75544 0.000614 0 3.75544 0 0
0.00071 3.75420808511 0.000891 0 3.75420808511 0 0
0.00072 3.75284851064 0.000693 0 3.75284851064 0 0
0.00073 3.75089957447 0.000812 0 3.75089957447 0 0
0.00074 3.74937191489 0.000733 0 3.74937191489 0 0
0.00075 3.74759106383 0.000772 0 3.74759106383 0 0
0.00076 3.74597829787 0.000851 0 3.74597829787 0 0
0.00077 3.74428255319 0.000832 0 3.74428255319 0 0
0.00078 3.7424187234 0.000832 0 3.7424187234 0 0
0.00079 3.74059531915 0.000851 0 3.74059531915 0 0
0.0008 3.73877191489 0.000851 0 3.73877191489 0 0
0.00081 3.73690808511 0.000851 0 3.73690808511 0 0
0.00082 3.73504425532 0.000851 0 3.73504425532 0 0
0.00083 3.73318042553 0.000832 0 3.73318042553 0 0
0.00084 3.73131659574 0.000812 0 3.73131659574 0 0
0.00085 3.72949319149 0.000851 0 3.72949319149 0 0
0.00086 3.72771234043 0.000891 0 3.72771234043 0 0
0.00087 3.72584851064 0.000832 0 3.72584851064 0 0
0.00088 3.72389957447 0.000812 0 3.72389957447 0 0
0.00089 3.72207617021 0.000812 0 3.72207617021 0 0
0.0009 3.72029531915 0.000812 0 3.72029531915 0 0
0.00091 3.71851446809 0.000832 0 3.71851446809 0 0
0.00092 3.71673361702 0.000911 0 3.71673361702 0 0
0.00093 3.71491021277 0.00105 0 3.71491021277 0 0
0.00094 3.7129187234 0.000832 0 3.7129187234 0 0
0.00095 3.71063148936 0.000851 0 3.71063148936 0 0
0.00096 3.70880808511 0.000812 0 3.70880808511 0 0
0.00097 3.70694425532 0.000792 0 3.70694425532 0 0
0.00098 3.70516340426 0.00105 0 3.70516340426 0 0
0.00099 3.70342510638 0.000792 0 3.70342510638 0 0
0.001 3.70113787234 0.000772 0 3.70113787234 0 0
0.00101 3.69939957447 0.000812 0 3.69939957447 0 0
0.00102 3.69770382979 0.000733 0 3.69770382979 0 0
0.00103 3.69592297872 0.000653 0 3.69592297872 0 0
